TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,213.6875,57,80
-1,216.875,59,72
-1,220.5,57,80
-1,224.125,55,80
-1,227.375,55,80
-1,230.625,55,80
-1,234.1875,57,80
-1,237.4375,59,80
-1,240.6875,58,80
-1,244.3125,61,80
-1,247.5625,59,72
-1,250.75,55,80
-1,254,57,80
-1,257.625,60,80
-1,260.875,61,72
-1,264.5,67,72
-1,268.0625,137,64
-1,271.6875,360,48
-1,274.9375,369,80
-1,278.5,346,56
-1,281.75,297,40
-1,285.375,282,64
-1,289,162,80
-1,292.25,80,88
-1,295.8125,73,80
-1,299.0625,78,80
-1,302.6875,83,80
-1,305.9375,89,88
-1,309.5,66,64
-1,312.75,66,80
-1,316.375,70,72
-1,319.625,66,72
-1,323.1875,68,64
-1,326.4375,66,64
-1,330.0625,84,80
-1,333.6875,348,56
-1,336.875,1,16
-1,340.5,1,56
-1,343.75,1,24
-1,347.375,475,40
-1,350.625,1,40
-1,354.1875,465,64
-1,357.8125,440,88
1515627513219,1.75,425,40
-1,5,449,48
-1,8.625,447,56
-1,11.875,227,80
-1,15.4375,216,88
-1,18.6875,217,80
-1,22.3125,449,32
-1,25.9375,1,16
-1,29.5,1,24
-1,32.75,1,24
-1,36,574,40
-1,39.625,1,64
-1,42.875,1,24
-1,46.125,7143,16
-1,49.6875,534,48
-1,52.9375,547,48
-1,57.25,586,48
-1,60.5,524,40
-1,63.75,1,16
-1,67.375,545,48
-1,70.625,114,56
-1,73.8125,102,64
-1,77.4375,99,64
-1,81.0625,490,40
-1,84.3125,472,64
-1,87.5625,495,48
-1,91.5,502,72
-1,94.75,501,64
-1,98.375,479,64
-1,101.5625,489,64
-1,105.1875,495,64
-1,108.4375,101,48
-1,111.6875,98,64
-1,114.9375,96,64
-1,118.1875,554,64
-1,121.75,559,40
-1,125,569,40
-1,128.625,1,32
-1,132.25,639,40
-1,135.8125,1,32
-1,139.0625,759,40
-1,142.3125,717,40
-1,145.9375,756,32
-1,149.1875,805,40
-1,152.75,1,24
-1,156,1,48
-1,159.625,720,40
-1,162.875,718,40
-1,166.125,703,40
-1,169.3125,1,32
-1,172.5625,683,40
-1,176.1875,1,24
-1,179.4375,1,32
-1,183.0625,227,56
-1,186.25,340,56
-1,189.875,286,80
-1,193.125,244,80
-1,196.75,256,80
-1,200,4478,16
-1,203.1875,58,72
-1,206.8125,60,72
-1,210.0625,58,72
-1,213.6875,61,80
-1,216.875,60,72
-1,220.875,58,80
-1,224.5,62,80
-1,227.6875,55,80
-1,231.3125,52,80
-1,234.5625,51,72
-1,238.1875,53,80
-1,241.4375,57,80
-1,245,57,72
-1,248.25,58,80
-1,251.875,58,72
-1,255.125,63,80
-1,258.6875,67,72
-1,261.9375,63,72
-1,265.5625,66,72
-1,268.8125,191,32
-1,272.375,374,80
-1,275.625,375,72
-1,279.25,324,40
-1,282.5,306,64
-1,286.125,311,56
-1,289.3125,150,48
-1,292.9375,82,88
-1,296.1875,77,72
-1,299.8125,80,72
-1,303.0625,85,80
-1,306.625,92,80
-1,309.875,60,64
-1,313.125,63,72
-1,316.375,65,72
-1,319.625,62,56
-1,322.875,62,72
-1,326.125,59,72
-1,330.0625,82,80
-1,333.6875,336,32
-1,337.25,1,24
-1,340.5,60,64
-1,343.75,1,24
-1,347.375,465,64
-1,350.625,1,24
-1,354.1875,466,64
-1,357.4375,446,72
1515627513320,1.4375,437,40
-1,4.625,465,40
-1,8.25,443,48
-1,11.5,224,80
-1,14.75,214,88
-1,18,210,80
-1,21.5625,284,48
-1,25.1875,1,24
-1,28.4375,1,24
-1,32.0625,1,24
-1,35.3125,553,32
-1,38.875,1,48
-1,42.125,1,40
-1,45.75,1,32
-1,49,530,48
-1,52.25,526,24
-1,56.1875,1,24
-1,59.4375,540,40
-1,63.0625,1,32
-1,66.25,1,32
-1,69.875,93,40
-1,73.125,107,72
-1,76.375,102,72
-1,80,98,56
-1,83.1875,485,72
-1,86.8125,491,64
-1,90.4375,502,64
-1,93.6875,498,72
-1,96.875,505,64
-1,100.125,488,72
-1,103.75,493,72
-1,107,496,32
-1,110.25,103,72
-1,113.5,97,72
-1,116.75,94,32
-1,120.3125,1,48
-1,123.5625,571,40
-1,127.1875,1,48
-1,130.4375,1,40
-1,134.375,636,56
-1,138,775,40
-1,141.25,756,40
-1,144.5,732,32
-1,148.0625,808,40
-1,151.3125,1890,24
-1,154.9375,1,24
-1,158.5,735,64
-1,161.75,710,32
-1,165.375,722,48
-1,168.625,758,56
-1,172.25,655,32
-1,175.4375,1,16
-1,178.6875,1,24
-1,182.3125,218,64
-1,185.5625,398,48
-1,189.1875,290,80
-1,192.375,245,80
-1,196,259,80
-1,199.625,1,24
-1,202.875,57,72
-1,206.125,56,72
-1,209.3125,62,72
-1,212.9375,56,72
-1,216.1875,59,80
-1,219.8125,59,80
-1,223.375,55,80
-1,226.625,57,80
-1,230.25,57,80
-1,233.5,58,80
-1,237.0625,55,80
-1,240.3125,60,80
-1,243.5625,61,80
-1,247.1875,51,80
-1,250.4375,59,80
-1,253.6875,60,72
-1,257.25,60,72
-1,260.5,62,72
-1,264.125,60,72
-1,267.375,117,64
-1,270.9375,324,32
-1,274.1875,375,72
-1,277.8125,352,56
-1,281.0625,304,64
-1,284.3125,251,32
-1,287.875,163,72
-1,291.125,80,80
-1,294.375,79,80
-1,297.625,77,80
-1,301.25,86,80
-1,304.5,91,80
-1,308.0625,71,64
-1,311.6875,62,72
-1,314.9375,70,72
-1,318.1875,68,72
-1,321.75,55,64
-1,325,64,56
-1,328.25,77,72
-1,331.875,1,32
-1,335.125,345,48
-1,338.6875,1,16
-1,341.9375,1,48
-1,345.5625,1,24
-1,348.8125,461,48
-1,352.375,470,72
-1,355.625,454,64
-1,359.25,450,72
1515627513422,3.1875,435,40
-1,6.8125,438,48
-1,10.0625,243,40
-1,13.6875,225,88
-1,16.875,214,88
-1,20.5,242,80
-1,24.125,495,56
-1,27.375,488,40
-1,30.625,1,16
-1,33.8125,1,32
-1,37.4375,580,32
-1,40.6875,597,40
-1,44.3125,1,48
-1,47.5625,1,40
-1,51.5,524,56
-1,55.125,1,8
-1,58.375,518,56
-1,61.5625,538,32
-1,65.1875,1,40
-1,68.8125,558,48
-1,72.0625,109,56
